user_id,category,amount,is_recurring,expense_date
user_0001,Education,386.3,False,2023-02-10
user_0001,Clothes,414.74,False,2023-02-21
user_0001,Medical,505.67,False,2023-02-05
user_0001,Education,157.5,False,2023-02-20
user_0001,Rent,1541.06,True,2023-03-01
user_0001,Internet,330.72,True,2023-02-28
user_0001,Phone,185.89,True,2023-02-27
user_0001,Electricity,218.26,True,2023-03-02
user_0001,Transport,380.41,False,2023-03-26
user_0001,Clothes,542.3,False,2023-03-10
user_0001,Other,346.07,False,2023-03-02
user_0001,Food,649.63,False,2023-03-25
user_0001,Transport,579.29,False,2023-03-05
user_0001,Medical,595.11,False,2023-03-20
user_0001,Other,130.92,False,2023-03-05
user_0001,Rent,1763.22,True,2023-03-29
user_0001,Internet,346.95,True,2023-04-01
user_0001,Phone,206.7,True,2023-04-02
user_0001,Electricity,234.39,True,2023-04-01
user_0001,Subscription,611.4,False,2023-04-14
user_0001,Other,652.43,False,2023-04-20
user_0001,Other,377.12,False,2023-04-21
user_0001,Clothes,617.12,False,2023-04-05
user_0001,Other,485.9,False,2023-04-05
user_0001,Other,147.71,False,2023-04-06
user_0001,Clothes,267.3,False,2023-04-07
user_0001,Rent,1755.27,True,2023-04-28
user_0001,Internet,324.69,True,2023-04-29
user_0001,Phone,195.32,True,2023-04-29
user_0001,Electricity,239.5,True,2023-04-28
user_0001,Subscription,303.73,False,2023-05-11
user_0001,Subscription,138.34,False,2023-05-23
user_0001,Subscription,339.81,False,2023-05-21
user_0001,Food,627.51,False,2023-05-21
user_0001,Subscription,393.69,False,2023-05-08
user_0001,Entertainment,563.93,False,2023-05-24
user_0001,Rent,1754.82,True,2023-05-31
user_0001,Internet,352.68,True,2023-06-01
user_0001,Phone,211.99,True,2023-05-29
user_0001,Electricity,229.46,True,2023-05-30
user_0001,Other,117.87,False,2023-06-06
user_0001,Subscription,545.89,False,2023-06-22
user_0001,Other,666.18,False,2023-06-15
user_0001,Food,658.42,False,2023-06-14
user_0001,Food,151.69,False,2023-06-09
user_0001,Medical,633.74,False,2023-06-01
user_0001,Rent,1480.98,True,2023-06-30
user_0001,Internet,337.91,True,2023-06-30
user_0001,Phone,193.07,True,2023-06-30
user_0001,Electricity,219.8,True,2023-06-30
user_0001,Transport,389.58,False,2023-07-19
user_0001,Food,715.66,False,2023-07-07
user_0001,Clothes,500.31,False,2023-07-20
user_0001,Food,564.4,False,2023-07-03
user_0001,Clothes,616.73,False,2023-07-15
user_0001,Rent,1514.21,True,2023-07-28
user_0001,Internet,348.15,True,2023-07-27
user_0001,Phone,202.56,True,2023-07-28
user_0001,Electricity,228.39,True,2023-07-29
user_0001,Medical,473.06,False,2023-08-18
user_0001,Transport,578.9,False,2023-07-31
user_0001,Entertainment,166.56,False,2023-07-26
user_0001,Entertainment,454.53,False,2023-08-07
user_0001,Subscription,679.68,False,2023-08-01
user_0001,Rent,1489.35,True,2023-08-27
user_0001,Internet,322.13,True,2023-08-28
user_0001,Phone,214.01,True,2023-08-30
user_0001,Electricity,244.05,True,2023-08-30
user_0001,Education,428.02,False,2023-09-15
user_0001,Education,142.46,False,2023-09-14
user_0001,Education,107.79,False,2023-09-07
user_0001,Rent,1732.26,True,2023-09-25
user_0001,Internet,345.35,True,2023-09-27
user_0001,Phone,205.42,True,2023-09-28
user_0001,Electricity,239.54,True,2023-09-28
user_0001,Entertainment,479.23,False,2023-10-11
user_0001,Other,386.23,False,2023-10-20
user_0001,Entertainment,298.45,False,2023-10-01
user_0001,Transport,271.74,False,2023-10-08
user_0001,Rent,1543.99,True,2023-10-28
user_0001,Internet,354.89,True,2023-10-28
user_0001,Phone,193.46,True,2023-10-28
user_0001,Electricity,246.14,True,2023-10-26
user_0001,Clothes,318.47,False,2023-11-01
user_0001,Education,272.19,False,2023-11-12
user_0001,Entertainment,442.21,False,2023-11-09
user_0001,Clothes,152.71,False,2023-11-16
user_0001,Subscription,400.83,False,2023-11-17
user_0001,Clothes,525.22,False,2023-11-13
user_0001,Rent,1696.3,True,2023-11-27
user_0001,Internet,370.51,True,2023-11-24
user_0001,Phone,191.77,True,2023-11-27
user_0001,Electricity,238.82,True,2023-11-26
user_0001,Education,391.4,False,2023-12-09
user_0001,Education,361.99,False,2023-12-16
user_0001,Education,316.62,False,2023-12-07
user_0001,Entertainment,288.79,False,2023-11-30
user_0001,Transport,544.11,False,2023-12-03
user_0001,Transport,557.41,False,2023-12-17
user_0001,Medical,217.94,False,2023-12-16
user_0001,Other,270.25,False,2023-12-11
user_0001,Rent,1782.47,True,2023-12-28
user_0001,Internet,356.78,True,2023-12-24
user_0001,Phone,213.31,True,2023-12-26
user_0001,Electricity,217.46,True,2023-12-25
user_0001,Food,535.94,False,2023-12-27
user_0001,Entertainment,128.02,False,2023-12-24
user_0001,Entertainment,529.41,False,2023-12-27
user_0001,Other,163.17,False,2023-12-23
user_0001,Entertainment,389.02,False,2024-01-06
user_0001,Rent,1575.5,True,2024-01-23
user_0001,Internet,332.67,True,2024-01-26
user_0001,Phone,184.56,True,2024-01-23
user_0001,Electricity,225.43,True,2024-01-23
user_0001,Food,193.42,False,2024-02-16
user_0001,Entertainment,152.45,False,2024-01-29
user_0001,Transport,443.62,False,2024-02-04
user_0001,Clothes,577.61,False,2024-02-03
user_0001,Other,659.39,False,2024-01-31
user_0001,Subscription,288.03,False,2024-02-10
user_0001,Food,475.36,False,2024-02-14
user_0001,Rent,1496.91,True,2024-02-23
user_0001,Internet,358.79,True,2024-02-24
user_0001,Phone,206.42,True,2024-02-23
user_0001,Electricity,218.03,True,2024-02-26
user_0001,Medical,101.65,False,2024-03-06
user_0001,Other,279.33,False,2024-02-28
user_0001,Entertainment,535.29,False,2024-03-14
user_0001,Rent,1744.39,True,2024-03-23
user_0001,Internet,363.12,True,2024-03-25
user_0001,Phone,211.51,True,2024-03-27
user_0001,Electricity,237.41,True,2024-03-24
user_0001,Transport,435.3,False,2024-04-11
user_0001,Medical,659.33,False,2024-04-17
user_0001,Medical,143.97,False,2024-03-27
user_0001,Entertainment,466.38,False,2024-04-17
user_0001,Entertainment,370.4,False,2024-04-05
user_0001,Entertainment,530.84,False,2024-03-30
user_0001,Rent,1627.5,True,2024-04-25
user_0001,Internet,345.64,True,2024-04-26
user_0001,Phone,181.59,True,2024-04-25
user_0001,Electricity,240.79,True,2024-04-26
user_0001,Food,156.23,False,2024-05-12
user_0001,Food,715.46,False,2024-05-12
user_0001,Entertainment,454.81,False,2024-05-15
user_0001,Medical,389.7,False,2024-05-11
user_0001,Other,664.05,False,2024-04-26
user_0002,Rent,1129.68,True,2022-06-03
user_0002,Internet,413.11,True,2022-06-04
user_0002,Phone,193.07,True,2022-06-05
user_0002,Electricity,202.92,True,2022-06-03
user_0002,Education,285.46,False,2022-06-09
user_0002,Medical,189.78,False,2022-06-27
user_0002,Other,437.97,False,2022-06-10
user_0002,Education,380.97,False,2022-06-15
user_0002,Transport,149.17,False,2022-06-08
user_0002,Subscription,437.93,False,2022-06-26
user_0002,Education,131.55,False,2022-06-13
user_0002,Rent,1003.88,True,2022-07-06
user_0002,Internet,416.12,True,2022-07-04
user_0002,Phone,206.91,True,2022-07-04
user_0002,Electricity,220.67,True,2022-07-04
user_0002,Clothes,264.72,False,2022-07-20
user_0002,Education,419.75,False,2022-07-08
user_0002,Transport,321.98,False,2022-07-15
user_0002,Rent,1203.03,True,2022-08-03
user_0002,Internet,463.43,True,2022-08-01
user_0002,Phone,185.59,True,2022-08-01
user_0002,Electricity,208.51,True,2022-08-04
user_0002,Transport,182.03,False,2022-08-17
user_0002,Medical,235.78,False,2022-08-11
user_0002,Subscription,305.19,False,2022-08-23
user_0002,Rent,1035.15,True,2022-09-03
user_0002,Internet,463.94,True,2022-09-03
user_0002,Phone,204.63,True,2022-09-02
user_0002,Electricity,196.72,True,2022-09-02
user_0002,Other,255.36,False,2022-09-06
user_0002,Education,134.71,False,2022-09-20
user_0002,Education,290.21,False,2022-09-19
user_0002,Education,121.15,False,2022-09-07
user_0002,Rent,1042.99,True,2022-09-30
user_0002,Internet,490.41,True,2022-10-03
user_0002,Phone,183.67,True,2022-10-01
user_0002,Electricity,223.15,True,2022-10-04
user_0002,Food,374.87,False,2022-10-06
user_0002,Medical,374.94,False,2022-10-05
user_0002,Transport,389.91,False,2022-10-16
user_0002,Rent,1046.85,True,2022-10-31
user_0002,Internet,478.17,True,2022-10-31
user_0002,Phone,193.14,True,2022-10-31
user_0002,Electricity,229.53,True,2022-11-03
user_0002,Entertainment,399.89,False,2022-11-02
user_0002,Medical,288.73,False,2022-11-23
user_0002,Medical,138.4,False,2022-11-25
user_0002,Rent,1006.52,True,2022-11-29
user_0002,Internet,437.24,True,2022-11-30
user_0002,Phone,203.55,True,2022-11-29
user_0002,Electricity,202.86,True,2022-11-29
user_0002,Subscription,283.79,False,2022-12-21
user_0002,Transport,266.38,False,2022-12-22
user_0002,Education,279.3,False,2022-12-01
user_0002,Other,276.02,False,2022-12-17
user_0002,Rent,1010.43,True,2023-01-02
user_0002,Internet,432.15,True,2022-12-29
user_0002,Phone,182.43,True,2023-01-01
user_0002,Electricity,232.07,True,2023-01-01
user_0002,Transport,271.28,False,2023-01-11
user_0002,Transport,414.17,False,2023-01-07
user_0002,Medical,122.95,False,2023-01-05
user_0002,Education,233.07,False,2023-01-16
user_0002,Entertainment,258.51,False,2023-01-16
user_0002,Subscription,134.65,False,2023-01-19
user_0002,Transport,397.93,False,2023-01-17
user_0002,Clothes,250.25,False,2023-01-25
user_0002,Rent,1051.6,True,2023-01-30
user_0002,Internet,479.47,True,2023-01-31
user_0002,Phone,196.64,True,2023-01-28
user_0002,Electricity,208.86,True,2023-01-30
user_0002,Entertainment,230.77,False,2023-01-31
user_0002,Other,123.45,False,2023-02-22
user_0002,Transport,132.57,False,2023-01-30
user_0002,Education,383.6,False,2023-02-13
user_0002,Food,304.89,False,2023-02-13
user_0002,Education,334.08,False,2023-02-09
user_0002,Education,405.2,False,2023-02-20
user_0002,Subscription,403.28,False,2023-02-19
user_0002,Rent,1012.22,True,2023-03-01
user_0002,Internet,459.04,True,2023-03-01
user_0002,Phone,184.14,True,2023-03-03
user_0002,Electricity,204.53,True,2023-03-02
user_0002,Transport,222.32,False,2023-03-15
user_0002,Education,140.14,False,2023-03-06
user_0002,Clothes,382.01,False,2023-03-25
user_0002,Food,312.76,False,2023-03-19
user_0002,Rent,1185.25,True,2023-03-31
user_0002,Internet,407.61,True,2023-03-31
user_0002,Phone,208.11,True,2023-03-31
user_0002,Electricity,235.29,True,2023-03-31
user_0002,Medical,403.9,False,2023-04-15
user_0002,Subscription,124.31,False,2023-04-20
user_0002,Food,132.06,False,2023-04-13
user_0002,Rent,1048.63,True,2023-05-01
user_0002,Internet,445.83,True,2023-04-29
user_0002,Phone,194.8,True,2023-04-30
user_0002,Electricity,229.01,True,2023-05-02
user_0002,Transport,408.6,False,2023-05-01
user_0002,Medical,363.57,False,2023-04-28
user_0002,Transport,195.06,False,2023-05-18
user_0002,Subscription,269.67,False,2023-05-11
user_0002,Subscription,195.43,False,2023-05-21
user_0002,Transport,220.59,False,2023-04-30
user_0002,Entertainment,336.94,False,2023-05-15
user_0002,Rent,1109.01,True,2023-05-30
user_0002,Internet,409.09,True,2023-05-31
user_0002,Phone,219.38,True,2023-05-28
user_0002,Electricity,195.63,True,2023-05-30
user_0002,Medical,366.97,False,2023-06-05
user_0002,Education,141.92,False,2023-06-11
user_0002,Subscription,161.38,False,2023-06-08
user_0002,Clothes,274.77,False,2023-06-22
user_0002,Rent,1149.35,True,2023-06-29
user_0002,Internet,411.49,True,2023-06-27
user_0002,Phone,197.45,True,2023-06-30
user_0002,Electricity,235.28,True,2023-06-29
user_0002,Subscription,300.32,False,2023-07-18
user_0002,Subscription,201.14,False,2023-07-08
user_0002,Food,437.55,False,2023-07-01
user_0002,Other,390.68,False,2023-07-07
user_0002,Transport,252.57,False,2023-06-29
user_0002,Clothes,252.21,False,2023-07-08
user_0002,Transport,238.26,False,2023-07-05
user_0002,Rent,1166.65,True,2023-07-28
user_0002,Internet,434.98,True,2023-07-28
user_0002,Phone,183.06,True,2023-07-27
user_0002,Electricity,218.33,True,2023-07-28
user_0002,Education,354.12,False,2023-08-21
user_0002,Medical,182.54,False,2023-07-30
user_0002,Entertainment,168.92,False,2023-08-14
user_0002,Medical,365.59,False,2023-08-15
user_0002,Transport,161.89,False,2023-08-19
user_0002,Rent,1140.44,True,2023-08-29
user_0002,Internet,472.9,True,2023-08-30
user_0002,Phone,197.96,True,2023-08-30
user_0002,Electricity,223.21,True,2023-08-30
user_0002,Education,152.74,False,2023-08-27
user_0002,Other,254.49,False,2023-09-03
user_0002,Entertainment,306.62,False,2023-09-05
user_0002,Transport,208.44,False,2023-09-08
user_0002,Food,119.88,False,2023-09-20
user_0002,Rent,1064.63,True,2023-09-25
user_0002,Internet,460.35,True,2023-09-29
user_0002,Phone,195.38,True,2023-09-29
user_0002,Electricity,219.36,True,2023-09-25
user_0002,Clothes,212.33,False,2023-10-09
user_0002,Medical,434.59,False,2023-10-08
user_0002,Transport,383.32,False,2023-10-20
user_0002,Education,443.21,False,2023-09-26
user_0002,Medical,113.67,False,2023-10-16
user_0002,Other,446.21,False,2023-10-10
user_0002,Rent,1117.04,True,2023-10-26
user_0002,Internet,437.75,True,2023-10-27
user_0002,Phone,195.5,True,2023-10-27
user_0002,Electricity,224.76,True,2023-10-25
user_0002,Education,123.03,False,2023-10-27
user_0002,Subscription,199.27,False,2023-11-16
user_0002,Medical,216.46,False,2023-11-11
user_0002,Medical,420.27,False,2023-11-02
user_0002,Subscription,145.05,False,2023-11-15
user_0002,Transport,208.16,False,2023-11-05
user_0002,Education,384.09,False,2023-11-14
user_0002,Transport,325.7,False,2023-11-06
user_0002,Rent,1113.87,True,2023-11-24
user_0002,Internet,437.63,True,2023-11-25
user_0002,Phone,218.05,True,2023-11-26
user_0002,Electricity,236.43,True,2023-11-27
user_0002,Clothes,449.35,False,2023-11-27
user_0002,Transport,203.34,False,2023-12-18
user_0002,Transport,277.37,False,2023-12-10
user_0002,Food,331.25,False,2023-12-21
user_0002,Rent,1171.21,True,2023-12-25
user_0002,Internet,458.75,True,2023-12-25
user_0002,Phone,186.49,True,2023-12-28
user_0002,Electricity,230.41,True,2023-12-25
user_0002,Other,115.26,False,2024-01-03
user_0002,Clothes,438.74,False,2024-01-11
user_0002,Entertainment,362.86,False,2024-01-17
user_0002,Other,181.75,False,2023-12-30
user_0002,Entertainment,437.34,False,2024-01-17
user_0002,Other,415.81,False,2023-12-29
user_0002,Education,336.97,False,2024-01-10
user_0002,Other,261.29,False,2024-01-01
user_0002,Rent,1173.83,True,2024-01-27
user_0002,Internet,452.47,True,2024-01-24
user_0002,Phone,212.68,True,2024-01-27
user_0002,Electricity,201.31,True,2024-01-25
user_0002,Other,405.38,False,2024-02-08
user_0002,Transport,348.53,False,2024-02-07
user_0002,Transport,199.59,False,2024-02-15
user_0002,Rent,1036.43,True,2024-02-25
user_0002,Internet,486.48,True,2024-02-23
user_0002,Phone,213.24,True,2024-02-22
user_0002,Electricity,236.37,True,2024-02-23
user_0002,Education,425.07,False,2024-03-05
user_0002,Food,238.51,False,2024-03-03
user_0002,Clothes,234.91,False,2024-02-23
user_0002,Education,178.44,False,2024-03-02
user_0002,Transport,393.17,False,2024-03-12
user_0002,Education,376.48,False,2024-02-25
user_0002,Rent,1009.3,True,2024-03-26
user_0002,Internet,467.65,True,2024-03-24
user_0002,Phone,210.35,True,2024-03-26
user_0002,Electricity,214.77,True,2024-03-23
user_0002,Food,189.41,False,2024-04-17
user_0002,Medical,291.73,False,2024-04-14
user_0002,Subscription,138.84,False,2024-03-31
user_0002,Rent,1053.63,True,2024-04-22
user_0002,Internet,409.3,True,2024-04-25
user_0002,Phone,205.56,True,2024-04-26
user_0002,Electricity,215.14,True,2024-04-22
user_0002,Food,320.78,False,2024-05-09
user_0002,Clothes,351.03,False,2024-04-30
user_0002,Subscription,100.55,False,2024-05-02
user_0002,Clothes,299.37,False,2024-04-26
user_0002,Transport,282.88,False,2024-05-02
user_0002,Transport,433.08,False,2024-05-08
user_0003,Rent,2926.66,True,2022-06-06
user_0003,Internet,338.63,True,2022-06-06
user_0003,Phone,136.24,True,2022-06-02
user_0003,Electricity,492.02,True,2022-06-06
user_0003,Clothes,910.74,False,2022-06-14
user_0003,Food,626.47,False,2022-06-21
user_0003,Entertainment,778.55,False,2022-06-10
user_0003,Other,358.86,False,2022-06-26
user_0003,Subscription,414.41,False,2022-06-03
user_0003,Rent,2963.29,True,2022-07-03
user_0003,Internet,345.77,True,2022-07-05
user_0003,Phone,148.93,True,2022-07-04
user_0003,Electricity,548.46,True,2022-07-04
user_0003,Education,876.11,False,2022-07-28
user_0003,Education,1131.05,False,2022-07-05
user_0003,Education,644.38,False,2022-07-04
user_0003,Education,355.54,False,2022-07-04
user_0003,Entertainment,575.26,False,2022-07-05
user_0003,Transport,153.49,False,2022-07-13
user_0003,Subscription,362.44,False,2022-07-28
user_0003,Medical,959.91,False,2022-07-19
user_0003,Rent,2981.86,True,2022-08-02
user_0003,Internet,368.42,True,2022-08-04
user_0003,Phone,164.88,True,2022-08-04
user_0003,Electricity,536.87,True,2022-08-03
user_0003,Food,195.19,False,2022-08-12
user_0003,Other,1121.87,False,2022-08-06
user_0003,Education,151.44,False,2022-08-09
user_0003,Other,731.63,False,2022-08-26
user_0003,Other,402.06,False,2022-07-31
user_0003,Transport,555.53,False,2022-08-28
user_0003,Rent,2721.06,True,2022-09-02
user_0003,Internet,368.47,True,2022-09-02
user_0003,Phone,136.36,True,2022-08-31
user_0003,Electricity,544.55,True,2022-09-01
user_0003,Entertainment,177.73,False,2022-09-15
user_0003,Other,908.04,False,2022-09-07
user_0003,Transport,236.01,False,2022-09-02
user_0003,Subscription,494.5,False,2022-09-09
user_0003,Education,898.06,False,2022-09-05
user_0003,Rent,2914.09,True,2022-10-03
user_0003,Internet,350.01,True,2022-09-30
user_0003,Phone,136.17,True,2022-10-02
user_0003,Electricity,569.65,True,2022-10-04
user_0003,Medical,740.87,False,2022-10-15
user_0003,Medical,446.69,False,2022-10-18
user_0003,Education,271.78,False,2022-10-18
user_0003,Entertainment,727.62,False,2022-10-15
user_0003,Other,849.2,False,2022-10-08
user_0003,Other,962.31,False,2022-10-10
user_0003,Rent,2759.19,True,2022-10-30
user_0003,Internet,383.59,True,2022-11-03
user_0003,Phone,144.23,True,2022-10-30
user_0003,Electricity,547.41,True,2022-11-01
user_0003,Clothes,862.58,False,2022-11-16
user_0003,Other,280.25,False,2022-11-18
user_0003,Subscription,256.21,False,2022-11-19
user_0003,Clothes,133.37,False,2022-11-20
user_0003,Transport,301.67,False,2022-11-12
user_0003,Education,542.69,False,2022-11-11
user_0003,Clothes,533.8,False,2022-11-22
user_0003,Other,1022.64,False,2022-11-21
user_0003,Rent,2985.44,True,2022-11-30
user_0003,Internet,351.31,True,2022-12-03
user_0003,Phone,144.75,True,2022-12-02
user_0003,Electricity,539.74,True,2022-12-01
user_0003,Other,1064.19,False,2022-12-08
user_0003,Education,814.45,False,2022-12-25
user_0003,Entertainment,744.9,False,2022-12-04
user_0003,Clothes,394.93,False,2022-12-07
user_0003,Rent,2698.44,True,2022-12-31
user_0003,Internet,368.98,True,2022-12-30
user_0003,Phone,155.71,True,2023-01-01
user_0003,Electricity,517.35,True,2022-12-31
user_0003,Entertainment,404.22,False,2023-01-15
user_0003,Subscription,1046.89,False,2023-01-09
user_0003,Education,1109.1,False,2023-01-22
user_0003,Medical,407.03,False,2023-01-06
user_0003,Transport,466.13,False,2023-01-11
user_0003,Entertainment,890.0,False,2023-01-03
user_0003,Clothes,975.21,False,2023-01-05
user_0003,Rent,3102.88,True,2023-01-30
user_0003,Internet,324.61,True,2023-02-01
user_0003,Phone,157.23,True,2023-01-29
user_0003,Electricity,509.34,True,2023-02-01
user_0003,Clothes,155.49,False,2023-02-09
user_0003,Education,858.31,False,2023-01-30
user_0003,Medical,105.48,False,2023-02-13
user_0003,Medical,530.13,False,2023-02-24
user_0003,Rent,3071.68,True,2023-03-02
user_0003,Internet,360.54,True,2023-03-01
user_0003,Phone,144.64,True,2023-02-27
user_0003,Electricity,580.81,True,2023-02-27
user_0003,Clothes,665.7,False,2023-03-21
user_0003,Food,1065.36,False,2023-03-03
user_0003,Subscription,1032.61,False,2023-03-03
user_0003,Food,1154.09,False,2023-03-10
user_0003,Other,296.95,False,2023-03-21
user_0003,Entertainment,1026.79,False,2023-02-26
user_0003,Entertainment,700.38,False,2023-03-01
user_0003,Education,400.81,False,2023-03-18
user_0003,Rent,2880.3,True,2023-04-01
user_0003,Internet,377.25,True,2023-03-30
user_0003,Phone,160.53,True,2023-04-01
user_0003,Electricity,512.6,True,2023-03-29
user_0003,Medical,872.85,False,2023-04-17
user_0003,Entertainment,859.62,False,2023-03-28
user_0003,Education,935.91,False,2023-04-15
user_0003,Clothes,285.51,False,2023-04-24
user_0003,Subscription,974.2,False,2023-04-13
user_0003,Rent,2757.3,True,2023-05-01
user_0003,Internet,361.85,True,2023-04-29
user_0003,Phone,164.45,True,2023-05-01
user_0003,Electricity,518.05,True,2023-04-29
user_0003,Entertainment,505.47,False,2023-05-11
user_0003,Entertainment,1108.49,False,2023-05-06
user_0003,Food,376.48,False,2023-05-08
user_0003,Rent,2965.66,True,2023-05-28
user_0003,Internet,361.75,True,2023-05-31
user_0003,Phone,144.2,True,2023-05-31
user_0003,Electricity,556.98,True,2023-05-30
user_0003,Transport,775.17,False,2023-06-05
user_0003,Education,749.71,False,2023-06-03
user_0003,Medical,605.48,False,2023-06-10
user_0003,Education,539.58,False,2023-06-13
user_0003,Other,900.58,False,2023-06-21
user_0003,Clothes,905.35,False,2023-06-17
user_0003,Transport,655.5,False,2023-06-12
user_0003,Education,182.56,False,2023-06-14
user_0003,Rent,2634.1,True,2023-07-01
user_0003,Internet,378.2,True,2023-06-28
user_0003,Phone,152.18,True,2023-06-28
user_0003,Electricity,500.97,True,2023-07-01
user_0003,Transport,819.13,False,2023-07-18
user_0003,Other,196.13,False,2023-07-12
user_0003,Other,954.85,False,2023-07-10
user_0003,Medical,642.55,False,2023-07-10
user_0003,Food,690.69,False,2023-07-17
user_0003,Entertainment,864.57,False,2023-07-08
user_0003,Rent,2715.34,True,2023-07-27
user_0003,Internet,367.21,True,2023-07-31
user_0003,Phone,137.19,True,2023-07-30
user_0003,Electricity,520.3,True,2023-07-27
user_0003,Food,1087.93,False,2023-07-28
user_0003,Other,133.55,False,2023-08-08
user_0003,Medical,912.87,False,2023-08-19
user_0003,Subscription,495.84,False,2023-08-23
user_0003,Subscription,574.14,False,2023-08-07
user_0003,Subscription,184.83,False,2023-08-16
user_0003,Medical,790.84,False,2023-08-06
user_0003,Rent,2637.77,True,2023-08-30
user_0003,Internet,342.51,True,2023-08-27
user_0003,Phone,156.84,True,2023-08-27
user_0003,Electricity,572.96,True,2023-08-26
user_0003,Other,811.95,False,2023-09-11
user_0003,Subscription,662.3,False,2023-09-20
user_0003,Clothes,361.64,False,2023-09-05
user_0003,Medical,391.38,False,2023-09-22
user_0003,Transport,134.06,False,2023-09-15
user_0003,Rent,2809.45,True,2023-09-25
user_0003,Internet,331.85,True,2023-09-25
user_0003,Phone,138.03,True,2023-09-25
user_0003,Electricity,531.25,True,2023-09-25
user_0003,Food,525.23,False,2023-10-01
user_0003,Clothes,897.45,False,2023-10-18
user_0003,Food,248.13,False,2023-10-03
user_0003,Clothes,962.35,False,2023-10-17
user_0003,Rent,2899.04,True,2023-10-29
user_0003,Internet,356.85,True,2023-10-27
user_0003,Phone,142.11,True,2023-10-26
user_0003,Electricity,589.16,True,2023-10-29
user_0003,Subscription,417.65,False,2023-10-25
user_0003,Medical,761.73,False,2023-11-06
user_0003,Other,149.56,False,2023-11-04
user_0003,Subscription,930.66,False,2023-11-03
user_0003,Rent,2967.68,True,2023-11-27
user_0003,Internet,325.45,True,2023-11-27
user_0003,Phone,140.52,True,2023-11-28
user_0003,Electricity,534.16,True,2023-11-25
