account_id,user_id,label,institution,description,currency,current_balance,status,category
acc_0142,user_0048,Investment Account,CI Capital,Stocks or mutual funds,EGP,39816.71,active,investment
acc_0143,user_0049,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,12501.17,active,checking
acc_0144,user_0049,Savings Account,CIB,Savings certificate or deposit account,EGP,34774.49,active,savings
acc_0145,user_0050,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,5138.1,active,checking
acc_0146,user_0050,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,82277.69,active,savings
acc_0147,user_0050,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,3005.68,active,wallet
acc_0148,user_0050,Investment Account,EFG Hermes,Stocks or mutual funds,EGP,158805.49,active,investment
acc_0149,user_0050,Client Receivables,,Pending payments from clients,EGP,15119.6,active,receivable
acc_0150,user_0051,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,8588.06,active,checking
acc_0151,user_0051,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,16034.1,active,savings
acc_0152,user_0052,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,7623.75,active,checking
acc_0153,user_0053,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,15295.01,active,checking
acc_0154,user_0053,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,22143.03,active,savings
acc_0155,user_0053,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,4378.49,active,wallet
acc_0156,user_0054,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,16136.71,active,checking
acc_0157,user_0054,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,72758.2,active,savings
acc_0158,user_0055,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,5006.51,active,checking
acc_0159,user_0055,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,234.29,active,wallet
acc_0160,user_0056,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,8451.89,active,checking
acc_0161,user_0056,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,58209.18,active,savings
acc_0162,user_0057,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,2327.52,active,checking
acc_0163,user_0057,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,31785.01,active,savings
acc_0164,user_0058,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,18080.96,active,checking
acc_0165,user_0058,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,16985.84,active,savings
acc_0166,user_0058,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,2565.68,active,wallet
acc_0167,user_0058,Cash on Hand,,Physical cash,EGP,2080.76,active,cash
acc_0168,user_0059,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,4921.93,active,checking
acc_0169,user_0059,Savings Account,CIB,Savings certificate or deposit account,EGP,15517.98,active,savings
acc_0170,user_0060,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,13000.31,active,checking
acc_0171,user_0060,Savings Account,CIB,Savings certificate or deposit account,EGP,50145.61,active,savings
acc_0172,user_0060,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,3294.36,active,wallet
acc_0173,user_0061,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,14294.92,active,checking
acc_0174,user_0061,Savings Account,CIB,Savings certificate or deposit account,EGP,10579.4,active,savings
acc_0175,user_0062,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,20933.43,active,checking
acc_0176,user_0062,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,4027.23,active,wallet
acc_0177,user_0062,Investment Account,EFG Hermes,Stocks or mutual funds,EGP,140436.73,active,investment
acc_0178,user_0063,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,5261.52,active,checking
acc_0179,user_0063,Savings Account,CIB,Savings certificate or deposit account,EGP,7399.71,active,savings
acc_0180,user_0063,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,2065.47,active,wallet
acc_0181,user_0064,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,4232.24,active,checking
acc_0182,user_0064,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,1944.49,active,wallet
acc_0183,user_0065,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,8100.84,active,checking
acc_0184,user_0065,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,40955.64,active,savings
acc_0185,user_0065,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,994.84,active,wallet
acc_0186,user_0066,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4510.74,active,checking
acc_0187,user_0066,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,9981.97,active,savings
acc_0188,user_0066,Investment Account,Beltone,Stocks or mutual funds,EGP,119152.33,active,investment
acc_0189,user_0066,Client Receivables,,Pending payments from clients,EGP,4124.67,active,receivable
acc_0190,user_0067,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,7915.37,active,checking
acc_0191,user_0067,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,24510.1,active,savings
acc_0192,user_0067,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,353.86,active,wallet
acc_0193,user_0068,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,4369.61,active,checking
acc_0194,user_0068,Savings Account,CIB,Savings certificate or deposit account,EGP,28371.19,active,savings
acc_0195,user_0068,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,1600.76,active,wallet
acc_0196,user_0068,Cash on Hand,,Physical cash,EGP,1101.82,active,cash
acc_0197,user_0069,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,6851.23,active,checking
acc_0198,user_0069,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,47130.6,active,savings
acc_0199,user_0069,Investment Account,CI Capital,Stocks or mutual funds,EGP,97565.65,active,investment
acc_0200,user_0070,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,10535.9,active,checking
acc_0201,user_0070,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,22025.07,active,savings
acc_0202,user_0070,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,910.45,active,wallet
acc_0203,user_0071,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,5167.03,active,checking
acc_0204,user_0071,Savings Account,CIB,Savings certificate or deposit account,EGP,41012.77,active,savings
acc_0205,user_0071,Cash on Hand,,Physical cash,EGP,2456.42,active,cash
acc_0206,user_0071,Investment Account,EFG Hermes,Stocks or mutual funds,EGP,30011.12,active,investment
acc_0207,user_0072,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,20660.57,active,checking
acc_0208,user_0072,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,40460.91,active,savings
acc_0209,user_0072,Cash on Hand,,Physical cash,EGP,2930.19,active,cash
acc_0210,user_0073,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,6668.01,active,checking
acc_0211,user_0073,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,9218.19,active,savings
acc_0212,user_0073,Cash on Hand,,Physical cash,EGP,1106.3,active,cash
acc_0213,user_0074,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,11164.34,active,checking
acc_0214,user_0074,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,20298.15,active,savings
acc_0215,user_0074,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,3556.53,active,wallet
acc_0216,user_0075,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,9694.06,active,checking
acc_0217,user_0075,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,18769.27,active,savings
acc_0218,user_0075,Cash on Hand,,Physical cash,EGP,2108.21,active,cash
acc_0219,user_0076,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,8029.25,active,checking
acc_0220,user_0076,Investment Account,CIB Wealth,Stocks or mutual funds,EGP,111935.14,active,investment
acc_0221,user_0077,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,1961.35,active,checking
acc_0222,user_0077,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,3782.62,active,savings
acc_0223,user_0078,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,4809.84,active,checking
acc_0224,user_0079,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,15828.91,active,checking
acc_0225,user_0079,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,63642.89,active,savings
acc_0226,user_0079,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,3307.75,active,wallet
acc_0227,user_0080,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,12233.44,active,checking
acc_0228,user_0080,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,1821.46,active,wallet
acc_0229,user_0081,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,6925.31,active,checking
acc_0230,user_0081,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,24374.6,active,savings
acc_0231,user_0081,Cash on Hand,,Physical cash,EGP,1072.82,active,cash
acc_0232,user_0082,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,10836.35,active,checking
acc_0233,user_0082,Savings Account,CIB,Savings certificate or deposit account,EGP,42959.99,active,savings
acc_0234,user_0082,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,474.73,active,wallet
acc_0235,user_0082,Investment Account,CIB Wealth,Stocks or mutual funds,EGP,59488.94,active,investment
acc_0236,user_0083,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,5092.39,active,checking
acc_0237,user_0083,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,3744.96,active,savings
acc_0238,user_0083,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,1763.73,active,wallet
acc_0239,user_0083,Cash on Hand,,Physical cash,EGP,1167.95,active,cash
acc_0240,user_0083,Investment Account,Beltone,Stocks or mutual funds,EGP,40853.03,active,investment
acc_0241,user_0084,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,15611.99,active,checking
acc_0242,user_0084,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,10106.91,active,savings
acc_0243,user_0084,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,157.49,active,wallet
acc_0244,user_0085,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,6616.95,active,checking
acc_0245,user_0085,Savings Account,CIB,Savings certificate or deposit account,EGP,5337.37,active,savings
acc_0246,user_0085,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,204.98,active,wallet
acc_0247,user_0085,Cash on Hand,,Physical cash,EGP,491.89,active,cash
acc_0248,user_0086,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,1693.7,active,checking
acc_0249,user_0086,Cash on Hand,,Physical cash,EGP,2778.36,active,cash
acc_0250,user_0087,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,4217.86,active,checking
acc_0251,user_0087,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,24245.92,active,savings
acc_0252,user_0087,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,300.99,active,wallet
acc_0253,user_0088,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,4939.07,active,checking
acc_0254,user_0088,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,877.62,active,wallet
acc_0255,user_0088,Cash on Hand,,Physical cash,EGP,693.88,active,cash
acc_0256,user_0089,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4685.35,active,checking
acc_0257,user_0089,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,9183.66,active,savings
acc_0258,user_0089,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,462.3,active,wallet
acc_0259,user_0089,Investment Account,Beltone,Stocks or mutual funds,EGP,56313.95,active,investment
acc_0260,user_0090,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,7721.84,active,checking
acc_0261,user_0090,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,49310.23,active,savings
acc_0262,user_0090,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,1471.53,active,wallet
acc_0263,user_0091,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,2915.41,active,checking
acc_0264,user_0091,Savings Account,CIB,Savings certificate or deposit account,EGP,29231.31,active,savings
acc_0265,user_0091,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,1374.02,active,wallet
acc_0266,user_0091,Investment Account,EFG Hermes,Stocks or mutual funds,EGP,41621.7,active,investment
acc_0267,user_0091,Client Receivables,,Pending payments from clients,EGP,5523.01,active,receivable
acc_0268,user_0092,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,22385.17,active,checking
acc_0269,user_0092,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,6795.21,active,savings
acc_0270,user_0092,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,4279.98,active,wallet
acc_0271,user_0093,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,13985.95,active,checking
acc_0272,user_0093,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,64371.33,active,savings
acc_0273,user_0093,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,2801.28,active,wallet
acc_0274,user_0094,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,16735.29,active,checking
acc_0275,user_0094,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,1085.21,active,wallet
acc_0276,user_0094,Investment Account,CI Capital,Stocks or mutual funds,EGP,80060.72,active,investment
acc_0277,user_0095,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,7107.55,active,checking
